Round,Accuracy,Accumulated Client Time,Accumulated Server Time,Accumulated Client Message Counts,Accumulated Server Message Counts,Accumulated Client Message Sizes,Accumulated Server Message Sizes
84,0.7649999856948853,157262.99333572388,1944.7393417358398,8180,94,6287586.23046875,66167.53515625
85,0.7649999856948853,159071.69318199158,1965.4457569122314,8272,95,6359177.32421875,66945.69921875
86,0.7656999826431274,160908.6718559265,1987.1063232421875,8364,96,6430768.41796875,67723.86328125
87,0.7670999765396118,162731.21452331543,2011.0151767730713,8456,97,6502359.51171875,68502.02734375
88,0.7677000164985657,164591.49885177612,2032.332181930542,8548,98,6573950.60546875,69280.19140625
89,0.7687000036239624,166445.34754753113,2053.360939025879,8640,99,6645541.69921875,70058.35546875
90,0.7728000283241272,167739.35866355896,2074.268579483032,8731,101,6716354.62890625,70836.875
91,0.7667999863624573,169611.86408996582,2095.336437225342,8822,102,6787167.55859375,71615.0390625
92,0.763700008392334,171487.67137527466,2117.7616119384766,8913,103,6857980.48828125,72393.203125
93,0.7620999813079834,173315.04130363464,2137.727975845337,9004,104,6928793.41796875,73171.3671875
94,0.7617999911308289,175167.1166419983,2162.2374057769775,9095,105,6999606.34765625,73949.53125
95,0.761900007724762,177099.98559951782,2183.387041091919,9186,106,7070419.27734375,74727.6953125
96,0.762499988079071,178747.94220924377,2205.0962448120117,9277,107,7141232.20703125,75505.859375
97,0.7641000151634216,180617.52462387085,2226.5753746032715,9368,108,7212045.13671875,76284.0234375
98,0.7646999955177307,182276.77488327026,2249.45068359375,9459,109,7282858.06640625,77062.1875
99,0.7652999758720398,184108.16073417664,2270.137310028076,9550,110,7353670.99609375,77840.3515625
100,0.7682999968528748,185452.33178138733,2289.7543907165527,9640,112,7423705.76171875,78618.8671875
